ID,title,DOI,author,year,journal,abstract
Li 2021b,Snapshot of a social movement: Mental health and protest classes in Hong Kong.,http://doi.org/10.1016/j.jad.2021.08.111,Li AWY and Chak WH and Yuen KSL,2021,Journal of affective disorders,"BACKGROUND: Popular protests have broken out worldwide, particularly in the last few years. In 2019, numerous demonstrations against an extradition bill occurred in Hong Kong until pandemic restrictions were imposed. The policing response relied heavily on methods such as batons, tear gas and rubber bullets. Given the relevance for other geographical contexts, the current study investigated the mental health impacts on protest participants and spillover to community members. METHODS: Surveys were disseminated on social media in August and October 2019 to collect demographics, political views, protest participation, exposure to (protest-related) potentially traumatic events (PTEs) and mental health symptoms. A latent class analysis (LCA) was conducted using demographic data and inter-class differences in PTEs and mental health symptoms were examined. RESULTS: There were 37,541 (59.8% female) and 40,703 (50.0% female) responses in August and October. Respondents, even those with low participation, reported significant levels of depression, anxiety, and symptoms of traumatic stress (STS). The LCA suggested a 5-class solution (youth, allies, supporters, sympathizers, and frontliners). Mental health symptoms and PTEs varied with class membership, with 50.8% of frontliners reporting severe STS. LIMITATIONS: The non-random sampling and self-reported measures may over-estimate the prevalence of mental distress in the wider population. CONCLUSIONS: Large numbers of pro-democracy supporters in Hong Kong reported high rates of depression, anxiety and STS during mass protests. Younger and more heavily involved respondents faced the highest mental health risks, however elevated rates were also observed for respondents with low participation."
Schmid 2021,The screen for cognitive impairment in psychiatry (SCIP) as a routinely applied screening tool: pathology of acute psychiatric inpatients and cluster analysis.,http://doi.org/10.1186/s12888-021-03508-4,Schmid P and Czekaj A and Frick J and Steinert T and Purdon SE and Uhlmann C,2021,BMC psychiatry,"BACKGROUND: Cognitive dysfunction has been reported in acute psychiatric patients for a long time. The detection of cognitive deficits is crucial both for clinical treatment and for predicting the psychosocial functional level in the further course of the disease. The SCIP is a well-evaluated screening instrument for the examination of cognitive performance in psychiatric patients. We recently integrated the SCIP into our routine admission and discharge assessments on two inpatient wards, and we examined the cognitive profiles of patients with psychotic and affective disorders over the course of their admission. METHODS: Shortly after admission, and prior to discharge, patients were routinely referred for examination with the SCIP. A total of 529 assessments were completed on admission, and 227 returned for SCIP at the time of discharge. After standardization of the test results against a normative sample, we examined the normalized test values in terms of percentages of pathological cognitive performance based on the total SCIP score, and each of the SCIP subscale scores. We conducted cluster analysis to identify cognitive subgroups within the clinical sample. RESULTS: More than 70% of the SCIP results on admission were pathological. At discharge, improvements were observed, especially on tests with attention and speed components. Cluster analysis identified two groups. The cluster with chronic patients showed poorer results at admission, but greater improvement and reached the level of the others at discharge. CONCLUSIONS: The SCIP appears to have value in routine diagnostic assessments, and in the quantification of improvements in cognitive performance during an inpatient stay. The greatest benefit was observed in chronically ill patients with many previous stays. TRIAL REGISTRATION: DRKS00019825 (retrospectively registered on 03.12.2019)."
Xu 2021,Retrospectively assessed trajectories of PTSD symptoms and their subsequent comorbidities.,http://doi.org/10.1016/j.jpsychires.2021.01.049,Xu Y and Vandeleur C and Müller M and Seifritz E and Kleim B and von Känel R and Wagner EN and Strippoli MF and Castelao E and Gholamrezaee MM and Preisig M and Ajdacic-Gross V,2021,Journal of psychiatric research,"BACKGROUND: Dynamic trajectories of psychopathology, such as post-traumatic stress disorder (PTSD) provide a key to understanding human adjustment processes after trauma exposure. Recent studies have suggested more heterogeneous mental health outcomes than the initially identified four adjustment trajectories. To explore this heterogeneity, we investigated the after-trauma adjustment patterns of psychopathology based on retrospective lifetime data. This was first carried out on the PTSD symptoms (PTSS, including no symptoms, few symptoms, partial and full PTSD), and secondly together with their post-trauma comorbidities. METHODS: Data of trauma and the post-trauma mental disorders were collected for a large and randomly selected community sample, resulting in a N = 960 trauma-exposed subsample. Pattern recognition as carried out by latent class analysis (LCA) was implemented on this subsample. LCA was first exploited to identify the potential trajectory patterns of PTSS and next to explore the patterns of mental adjustments when additional post-trauma comorbid disorders, such as anxiety, mood and substance use disorders, were assessed. RESULTS: Four PTSS trajectory patterns were found, namely resilient, chronic, recovered, and delayed onset, consistent with findings from longitudinal PTSD studies. When post-trauma comorbidities were evaluated, other than the trajectory pattern of delayed onset which retained a low comorbidity profile, the other three split respectively and paired up with either low, moderate or high comorbidity profile. CONCLUSIONS: Mental health outcomes after trauma exposure were considerably more complex than the four previously established adjustment trajectories. Here, we uncovered additional and more heterogeneous adjustment patterns comprised of PTSS trajectories and post-trauma comorbidity profiles."
Rosellini 2021,Latent classes of posttraumatic psychiatric comorbidity in the general population.,http://doi.org/10.1016/j.jpsychires.2021.02.013,Rosellini AJ and Szentkúti P and Horváth-Puhó E and Smith ML and Galatzer-Levy I and Lash TL and Galea S and Schnurr PP and Sørensen HT and Gradus JL,2021,Journal of psychiatric research,"Some narrow patterns of posttraumatic psychiatric comorbidity are well-established (e.g., posttraumatic stress disorder and substance use). However, broad multi-diagnosis profiles of posttraumatic comorbidity are poorly characterized. The goal of the current study was to use latent class analysis (LCA) to identify profiles of posttraumatic psychopathology from 11 International Classification of Diseases (ICD-10) diagnostic categories (e.g., stress, substance, depressive, psychosis, personality). Danish national registries were used to identify 166,539 individuals (median age = 41 years, range = <1 to >100) who experienced a traumatic event between 1994 and 2016 and were diagnosed with one or more mental disorders within 5 years. Two through 14-class LCA solutions were evaluated. A 13-class solution (a) provided the best fit, with the Bayes and Akaike Information Criteria reaching a minimum, (b) was broadly consistent with prior LCA studies, and (c) included several novel classes reflecting differential patterns of posttraumatic psychopathology. Three classes were characterized by high comorbidity: broad high comorbidity (M # diagnoses = 4.3), depression with stress/substance use/personality/neurotic disorders (M# diagnoses = 3.8), and substance use with personality/stress/psychotic disorders (M # diagnoses = 3.1). The other 10 classes were characterized by distinct patterns of mild comorbidity or negligible comorbidity. Compared to the mild and negligible comorbidity classes, individuals in high comorbidity classes were younger, had lower income, and had more pre-event psychiatric disorders. Results suggest that several different comorbidity patterns should be assessed when studying and treating posttraumatic psychopathology."
Coid 2021a,Confirming diagnostic categories within a depression continuum: Testing extra-linearity of risk factors and a latent class analysis.,http://doi.org/10.1016/j.jad.2020.10.010,Coid JW and Zhang Y and Yu H and Li X and Tang W and Wang Q and Deng W and Guo W and Zhao L and Ma X and Meng Y and Li M and Wang H and Chen T and Li T,2021,Journal of affective disorders,"BACKGROUND: Dimensions are recommended as replacements for diagnostic categories of depression, but clinicians continue to use categories. Categories are appropriate if major, underlying changes in symptom structure occur above a clinical cut-off on a depression continuum. METHODS: Cross-sectional surveys of Chinese undergraduates (n = 39,446) 2014-2018 measured self-reported depressive symptoms, associated psychopathology and etiological risk factors using standardised instruments. We created a continuum using PHQ-9 scores and tested linear and extra-linear contrasts in associated psychopathology, and etiology. We carried out latent class analyses (LCA). RESULTS: Most symptoms showed linear increase, but depressed mood, anhedonia, and suicidal ideation showed marked increase at the severe end of the continuum. There was extra-linear increase in associated psychotic symptoms, other psychopathology, age, low family income, chronic pain and physical illness, childhood physical and sexual abuse, and neglect. Four LCs corresponding to Melancholic, Severe melancholic, Non-melancholic, and Mild depression were confirmed, but only above a clinical cut-off along the continuum. Etiological risk factors did not differentiate between classes but showed overall dramatic increase in impact above threshold of clinical severity. LIMITATIONS: Only one self-report instrument was used (PHQ-9) to measure depression and diagnoses were not validated by clinical interviews. CONCLUSIONS: Categories are necessary to describe the dramatic changes in underlying structure and symptom associations above a clinical threshold of severity. These result from extra-linear impact of etiological risk factors at the severe end of the depression continuum. Although the study confirmed melancholic and non-melancholic subtypes, further investigation should investigate etiological factors that determine this subdivision."
Panza 2021,Subgroups of comorbid PTSD and AUD in U.S. military veterans predict differential responsiveness to two integrated treatments: A latent class analysis.,http://doi.org/10.1016/j.jpsychires.2021.02.061,Panza KE and Kline AC and Norman GJ and Pitts M and Norman SB,2021,Journal of psychiatric research,"Posttraumatic stress disorder (PTSD) and alcohol use disorder (AUD) frequently co-occur. Integrated treatments are effective, but not all patients respond and predicting outcome remains difficult. In this study, latent class analysis (LCA) identified symptom-based subgroups of comorbid PTSD/AUD among 119 veterans with PTSD/AUD from a randomized controlled trial of integrated exposure therapy (I-PE) versus integrated coping skills therapy (I-CS). Multilevel models compared subgroups on PTSD severity and percentage of heavy drinking days at post-treatment and 3- and 6-month follow-up. LCA revealed three subgroups best fit the data: Moderate PTSD/Low AUD Impairment (21%), High PTSD/High AUD Impairment (48%), and Low PTSD/High AUD Impairment (31%). There was a three-way interaction between time, treatment condition, and subgroup in predicting PTSD outcomes (p < .05). For the Moderate PTSD/Low AUD Impairment class, outcomes at post-treatment and 3-months were similar (ds = 0.17, 0.55), however I-PE showed greater reductions at 6-months (d = 1.36). For the High PTSD/High AUD Impairment class, I-PE demonstrated better post-treatment (d = 0.83) but comparable follow-up (ds = -0.18, 0.49) outcomes. For the Low PTSD/High AUD Impairment class, I-PE demonstrated stronger outcomes at every timepoint (ds = 0.82-1.15). Heavy drinking days declined significantly through follow-up, with an effect of subgroup, but not treatment, on timing of response. This was the first study modeling how PTSD and AUD symptoms might cluster together in a treatment sample of veterans with PTSD/AUD. Symptom-based subgroups show promise in helping understand variability in treatment response among patients with PTSD/AUD and deserve further study."
Schuler 2021,Associations between depression subtype and functional impairment and treatment utilization in a national sample of adolescents.,http://doi.org/10.1016/j.jad.2021.03.018,Schuler MS and Gilman SE and Burns RM and Roth E and Breslau J,2021,Journal of affective disorders,"BACKGROUND: Prior studies have characterized distinct major depressive episode (MDE) subtypes among adults, yet limited evidence exists regarding variation in MDE during adolescence. METHODS: Using 2008-2016 National Survey of Drug Use and Health data, latent class analysis (LCA) was used to characterize depression subtypes (based on symptom presentation) among 9,896 youth ages 12-17 with recent first-onset MDE. Logistic regression was used to estimate associations of MDE subtype with functional outcomes and treatment utilization, adjusting for demographic characteristics and depression severity (i.e., number of MDE diagnostic criteria and recurrence status) RESULTS: A 5-class LCA model provided optimal fit. Three distinct categories of MDE symptoms generally clustered together, which we termed ""somatic,"" ""cognitive,"" and ""self-worth;"" classes were differentiated by distinct combinations of symptoms across these 3 categories. Subtypes were characterized as: Highly Symptomatic (39% of youth); Somatic & Cognitive (24%), Somatic (22%), Diffuse Symptoms (8%), and Somatic & Self-Worth (6%). The majority of youth reported at least moderate impairment across multiple domains; subtype was a significant predictor of functional impairment. Only 34% of youth received any past-year depression-related treatment; treatment utilization was significantly higher for MDE subtypes with the highest prevalences of suicidal ideation. LIMITATIONS: Due to cross-sectional data, we cannot establish causal directionality. CONCLUSIONS: Subtype was significantly predictive of functional impairment and treatment utilization, above and beyond number of MDE diagnostic criteria or recurrence status. Understanding distinct profiles of adolescent depression, as well as potential differential associations with impairment, can inform prevention, diagnosis, and treatment of depression among youth."
Stein 2021,Mental health mediators of subjective cognitive concerns among World Trade Center responders.,http://doi.org/10.1016/j.jpsychires.2021.05.081,Stein CR and Cooney ML and Frank B and Bender HA and Winkel G and Lucchini RG,2021,Journal of psychiatric research,"Decline in cognitive functioning among rescue and recovery workers who responded in the aftermath of the September 11, 2001, World Trade Center (WTC) attacks is of emerging interest. Responders are vulnerable to cognitive decline from exposure to airborne toxins present at the WTC site, as well as from WTC-related mental and physical health conditions. To better understand the relationship between occupational WTC exposure, mental health, physical health and subjective cognitive functioning, we examined the mediating role of health status in the association between exposure and subjective cognitive concerns in a multi-site, longitudinal investigation of the WTC General Responder cohort (n = 16,380 responders; n = 58,575 visits) for the period 2002-2015. Through latent class analyses, we identified a four-level marker of cognitive concerns based on information from a Self-Administered Mental Health Questionnaire. Using generalized linear mixed models with random intercepts, we observed that a higher intensity WTC exposure composite was associated with greater cognitive concerns, and that this association was operating almost entirely through mental health comorbidities, not physical health comorbidities. In fully adjusted models, the inclusion of probable depression, anxiety, PTSD and use of psychotropic medications attenuated the association between highest WTC exposure and greatest cognitive concerns. Physical health did not appear to be on the pathway between WTC exposure and cognitive concerns. Understanding the underlying sources of cognitive concerns may help identify vulnerable members of the General Responder cohort and potentially aid clinical decision-making, such as treatment choice and enhanced screening options. Earlier diagnosis and symptom treatment may help preserve functional independence."
Butcher 2021,Screening male prisoners for depression and anxiety with the PHQ-9 and GAD-7 at NHS Healthcheck: patterns of symptoms and caseness threshold.,http://doi.org/10.1186/s12888-021-03453-2,Butcher E and Packham C and Williams M and Miksza J and Kaul A and Khunti K and Morriss R,2021,BMC psychiatry,"BACKGROUND: Screening for depression and anxiety disorders has been proposed in prison populations but little is known about caseness thresholds on commonly used self-report measures in relation to core symptoms, risk factors and symptom patterns. METHOD: A cross-sectional prevalence survey measured depression and anxiety caseness (threshold scores > 10 and > 15 on PHQ-9 and GAD-7 and diagnostic algorithm on PHQ-9) in 1205 male prisoners aged 35-74 years eligible for an NHS Healthcheck from six English prisons. Caseness scores were compared with the presence or absence of daily core symptoms of depression and generalised anxiety disorder (GAD), demographic, prison and cardiovascular risk factors. Cluster analysis was applied to PHQ-9 and GAD-7 items in prisoners scoring > 10 on PHQ-9. RESULTS: 453(37.6%) and 249(20.7%) prisoners scored > 10 and > 15 respectively on PHQ-9; 216 (17.9%) had a depressive episode on the PHQ-9 algorithm; 378(31.4%) and 217(18.0%) scored > 10 and > 15 on GAD-7 respectively. Daily core items for depression were scored in 232(56.2%) and 139(74.3%) prisoners reaching > 10 and > 15 respectively on PHQ-9; daily core anxiety items in 282(74.9%) and 179(96.3%) reaching > 10 and > 15 on GAD-7. Young age, prison and previous high alcohol intake were associated with > 15 on the PHQ-9. Cluster analysis showed a cluster with core symptoms of depression, slowness, restlessness, suicidality, poor concentration, irritability or fear. Altered appetite, poor sleep, lack of energy, guilt or worthlessness belonged to other clusters and may not be indicative of depression. CONCLUSIONS: In male prisoners > 35 years, a score of > 10 on the PHQ-9 over diagnoses depressive episodes but a score of > 10 on the GAD-7 may detect cases of GAD more efficiently. Further research utilising standardised psychiatric interviews is required to determine whether the diagnostic algorithm, a higher cut-off on the PHQ-9 or the profile of symptoms on the PHQ-9 and GAD-7 used singly or in combination may be used to screen depressive episodes efficiently in prisoners."
Ayesa-Arriola 2021,Dissecting the functional outcomes of first episode schizophrenia spectrum disorders: a 10-year follow-up study in the PAFIP cohort.,http://doi.org/10.1017/S0033291719003179,Ayesa-Arriola R and Ortíz-García de la Foz V and Martínez-García O and Setién-Suero E and Ramírez ML and Suárez-Pinilla P and Mayoral-van Son J and Vázquez-Bourgon J and Juncal-Ruiz M and Gómez-Revuelta M and Tordesillas-Gutiérrez D and Crespo-Facorro B,2021,Psychological medicine,"BACKGROUND: The aim of the current study was to examine the heterogeneity of functional outcomes in first episode psychosis (FEP) patients and related clinical, neurocognitive and sociodemographic factors using a cluster analytic approach. METHOD: A large sample of FEP patients (N = 209) was functionally reassessed 10 years after the first contact with an early intervention service. Multiple baseline, 3-year and 10-year follow-up variables were explored. RESULTS: The cluster analysis emphasized the existence of six independent clusters of functioning: one cluster was normal overall (42.16%), two clusters showed moderate interpersonal (9.63%) or instrumental (12.65%) deficits, two clusters showed more severe interpersonal (12.05%) or interpersonal and instrumental (13.85%) deficits and there was a significantly overall impaired cluster (9.63%). Cluster comparisons showed that several baseline and follow-up factors were differentially involved in functional outcomes. CONCLUSIONS: The current study demonstrated that distinct clusters of functioning in FEP patients can be identified. The fact that a variety of profiles was observed contributes to a better understanding of the nature of the heterogeneity characterizing FEP patients and has clinical implications for developing individualized treatment plans."
Valli 2021,Cognitive heterogeneity in the offspring of patients with schizophrenia or bipolar disorder: a cluster analysis across family risk.,http://doi.org/10.1016/j.jad.2020.12.090,Valli I and Serna E and Borràs R and Ilzarbe D and Baeza I and Picouto MD and Baltasar I and Moreno D and Bernardo M and Young AH and Vieta E and Sugranyes G and Castro-Fornieles J,2021,Journal of affective disorders,"BACKGROUND: Neurocognitive impairment is considered to lie on a continuum of severity across schizophrenia (SZ) and bipolar disorder (BP), possibly reflecting a gradient of neurodevelopmental load. Cluster analyses have identified different levels of impairment across the two disorders, from none to widespread and severe. We for the first time used this approach to examine cognitive function pooling together children and adolescents at familial risk of SZ or BP. METHODS: 220 participants, 49 offspring of individuals with schizophrenia (SZO), 90 offspring of individuals with bipolar disorder (BPO) and 81 offspring of healthy control parents (HC), aged 6 to 17 years, underwent a comprehensive clinical and cognitive assessment. Cognitive measures were used to group SZO and BPO using K-means clustering. Cognitive performance within each of the clusters was compared to that of HC and clinical variables were compared between clusters. RESULTS: We identified three cognitive subgroups: a moderate impairment group, a mild impairment group, and a cognitively intact group. Both SZO and BPO were represented in each of the clusters, yet not evenly, with a larger proportion of the SZO in the moderately impaired cluster, but also a subgroup of BPO showing moderate cognitive dysfunction. LIMITATIONS: Participants have yet to reach the age of onset for the examined disorders. CONCLUSIONS: The findings point to a range of neurodevelopmental loadings across youth at familial risk of both SZ and BP. They have therefore important implications for the stratification of cognitive functioning and the possibility to tailor interventions to individual levels of impairment."
